Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	CoreTmp	PkgTmp	PkgWatt	CorWatt	RAMWatt
-	-	787	28.45	2763	2401	0.10	64	64	7.52	5.86	0.42
0	0	258	9.37	2753	2400	0.04	64	64	7.52	5.86	0.42
0	2	2637	95.08	2773	2400	0.11
1	1	135	5.03	2681	2400	0.02	54
1	3	116	4.33	2673	2400	0.02
Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	CoreTmp	PkgTmp	PkgWatt	CorWatt	RAMWatt
-	-	789	28.39	2780	2400	0.08	64	64	7.62	5.93	0.42
0	0	251	9.05	2772	2400	0.03	64	64	7.62	5.93	0.42
0	2	2653	95.13	2788	2400	0.09
1	1	135	4.98	2700	2400	0.04	55
1	3	118	4.39	2700	2400	0.03
Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	CoreTmp	PkgTmp	PkgWatt	CorWatt	RAMWatt
-	-	789	28.38	2780	2400	0.09	64	64	7.59	5.93	0.42
0	0	268	9.69	2772	2400	0.05	64	64	7.59	5.93	0.42
0	2	2648	94.99	2788	2400	0.10
1	1	146	5.42	2700	2400	0.05	54
1	3	93	3.43	2700	2400	0.02
Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	CoreTmp	PkgTmp	PkgWatt	CorWatt	RAMWatt
-	-	801	28.89	2774	2400	0.09	65	65	7.69	6.03	0.43
0	0	203	7.36	2761	2400	0.04	65	65	7.69	6.03	0.43
0	2	2657	95.42	2785	2400	0.10
1	1	149	5.51	2700	2400	0.02	55
1	3	196	7.27	2700	2400	0.03
Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	CoreTmp	PkgTmp	PkgWatt	CorWatt	RAMWatt
-	-	787	28.34	2776	2400	0.09	65	65	7.68	6.00	0.42
0	0	164	5.92	2765	2400	0.02	65	65	7.68	6.00	0.42
0	2	2658	95.42	2786	2400	0.10
1	1	151	5.59	2700	2400	0.03	55
1	3	174	6.43	2700	2400	0.04
Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	CoreTmp	PkgTmp	PkgWatt	CorWatt	RAMWatt
-	-	791	28.47	2780	2400	0.08	65	65	7.61	5.95	0.42
0	0	271	9.79	2772	2400	0.05	65	65	7.61	5.95	0.42
0	2	2653	95.14	2788	2400	0.09
1	1	148	5.49	2700	2400	0.06	55
1	3	93	3.45	2700	2400	0.02
Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	CoreTmp	PkgTmp	PkgWatt	CorWatt	RAMWatt
-	-	791	28.45	2780	2400	0.08	64	64	7.62	5.96	0.42
0	0	275	9.91	2774	2400	0.04	64	64	7.61	5.96	0.42
0	2	2646	94.88	2788	2400	0.09
1	1	155	5.72	2700	2400	0.03	55
1	3	88	3.27	2700	2400	0.01
