timestamp,channel,action,power_w
1773061174820,CH1,POWER,4.29
1773061174828,CH1,POWER,4.29
1773061174838,CH1,POWER,4.29
1773061174849,CH1,POWER,4.29
1773061174859,CH1,POWER,4.29
1773061174867,CH1,POWER,4.29
1773061174875,CH1,POWER,4.29
1773061174887,CH1,POWER,4.29
1773061174899,CH1,POWER,4.29
1773061174911,CH1,POWER,4.29
1773061174923,CH1,POWER,4.29
1773061174931,CH1,POWER,4.29
1773061174938,CH1,POWER,4.29
1773061174943,CH1,POWER,4.29
1773061174953,CH1,POWER,4.29
1773061174965,CH1,POWER,4.29
1773061174977,CH1,POWER,4.29
1773061174989,CH1,POWER,4.29
1773061175001,CH1,POWER,4.29
1773061175013,CH1,POWER,4.29
1773061175025,CH1,POWER,4.29
1773061175037,CH1,POWER,4.29
1773061175049,CH1,POWER,4.29
1773061175061,CH1,POWER,4.29
1773061175069,CH1,POWER,4.29
1773061175081,CH1,POWER,4.29
1773061175093,CH1,POWER,4.29
1773061175105,CH1,POWER,4.29
1773061175117,CH1,POWER,4.29
1773061175129,CH1,POWER,4.29
1773061175141,CH1,POWER,4.29
1773061175153,CH1,POWER,4.29
1773061175165,CH1,POWER,4.29
1773061175177,CH1,POWER,4.29
1773061175187,CH1,POWER,4.29
1773061175197,CH1,POWER,4.29
1773061175209,CH1,POWER,4.29
1773061175219,CH1,POWER,4.29
1773061175229,CH1,POWER,4.29
1773061175241,CH1,POWER,4.29
1773061175253,CH1,POWER,4.29
1773061175265,CH1,POWER,4.29
1773061175277,CH1,POWER,4.29
1773061175289,CH1,POWER,4.29
1773061175342,CH1,POWER,12.67
1773061175354,CH1,POWER,12.67
1773061175366,CH1,POWER,12.67
1773061175375,CH1,POWER,12.67
1773061175385,CH1,POWER,12.67
1773061175397,CH1,POWER,12.67
1773061175408,CH1,POWER,12.67
1773061175417,CH1,POWER,12.67
1773061175426,CH1,POWER,12.67
1773061175434,CH1,POWER,12.67
1773061175443,CH1,POWER,12.67
1773061175452,CH1,POWER,12.67
1773061175462,CH1,POWER,12.67
1773061175473,CH1,POWER,12.67
1773061175482,CH1,POWER,12.67
1773061175491,CH1,POWER,12.67
1773061175501,CH1,POWER,12.67
1773061175511,CH1,POWER,12.67
1773061175521,CH1,POWER,12.67
1773061175529,CH1,POWER,12.67
1773061175538,CH1,POWER,12.67
1773061175549,CH1,POWER,12.67
1773061175559,CH1,POWER,12.67
1773061175569,CH1,POWER,12.67
1773061175578,CH1,POWER,12.67
1773061175587,CH1,POWER,12.67
1773061175599,CH1,POWER,12.67
1773061175610,CH1,POWER,12.67
1773061175620,CH1,POWER,12.67
1773061175628,CH1,POWER,12.67
1773061175638,CH1,POWER,12.67
1773061175649,CH1,POWER,12.67
1773061175658,CH1,POWER,12.67
1773061175669,CH1,POWER,12.67
1773061175679,CH1,POWER,12.67
1773061175690,CH1,POWER,12.67
1773061175699,CH1,POWER,12.67
1773061175704,CH1,POWER,12.67
1773061175713,CH1,POWER,12.67
1773061175721,CH1,POWER,12.67
1773061175731,CH1,POWER,12.67
1773061175743,CH1,POWER,12.67
1773061175753,CH1,POWER,12.67
1773061175763,CH1,POWER,12.67
1773061175772,CH1,POWER,12.67
1773061175781,CH1,POWER,12.67
1773061175791,CH1,POWER,12.67
1773061175802,CH1,POWER,12.67
1773061175813,CH1,POWER,12.67
1773061175822,CH1,POWER,12.67
1773061175832,CH1,POWER,12.67
1773061175844,CH1,POWER,12.67
1773061175852,CH1,POWER,12.67
1773061175862,CH1,POWER,12.67
1773061175871,CH1,POWER,12.67
1773061175881,CH1,POWER,12.67
1773061175891,CH1,POWER,12.67
1773061175902,CH1,POWER,12.67
1773061175911,CH1,POWER,12.67
1773061175920,CH1,POWER,12.67
1773061175932,CH1,POWER,12.67
1773061175944,CH1,POWER,12.67
1773061175956,CH1,POWER,12.67
1773061175965,CH1,POWER,12.67
1773061175976,CH1,POWER,12.67
1773061175986,CH1,POWER,12.67
1773061175995,CH1,POWER,12.67
1773061176004,CH1,POWER,12.67
1773061176016,CH1,POWER,12.67
1773061176025,CH1,POWER,12.67
1773061176035,CH1,POWER,12.67
1773061176047,CH1,POWER,12.67
1773061176059,CH1,POWER,12.67
1773061176111,CH1,POWER,12.67
1773061176123,CH1,POWER,12.67
1773061176131,CH1,POWER,12.67
1773061176142,CH1,POWER,12.67
1773061176152,CH1,POWER,12.67
1773061176163,CH1,POWER,12.67
1773061176173,CH1,POWER,12.67
1773061176183,CH1,POWER,12.67
1773061176195,CH1,POWER,12.67
1773061176207,CH1,POWER,12.67
1773061176219,CH1,POWER,12.67
1773061176231,CH1,POWER,12.67
1773061176241,CH1,POWER,12.67
1773061176253,CH1,POWER,12.67
1773061176265,CH1,POWER,12.67
1773061176275,CH1,POWER,12.67
1773061176283,CH1,POWER,12.67
1773061176293,CH1,POWER,12.67
1773061176301,CH1,POWER,12.67
1773061176313,CH1,POWER,12.67
1773061176323,CH1,POWER,12.67
1773061176333,CH1,POWER,12.67
1773061176342,CH1,POWER,12.67
1773061176353,CH1,POWER,12.67
1773061176363,CH1,POWER,12.67
1773061176373,CH1,POWER,12.67
1773061176382,CH1,POWER,12.67
1773061176391,CH1,POWER,12.67
1773061176401,CH1,POWER,12.67
1773061176409,CH1,POWER,12.67
1773061176418,CH1,POWER,12.67
1773061176429,CH1,POWER,12.67
1773061176439,CH1,POWER,12.67
1773061176449,CH1,POWER,12.67
1773061176457,CH1,POWER,12.67
1773061176468,CH1,POWER,12.67
1773061176474,CH1,POWER,12.67
1773061176480,CH1,POWER,12.67
1773061176490,CH1,POWER,12.67
1773061176500,CH1,POWER,12.67
1773061176512,CH1,POWER,12.67
1773061176523,CH1,POWER,12.67
1773061176533,CH1,POWER,12.67
1773061176545,CH1,POWER,12.67
1773061176557,CH1,POWER,12.67
1773061176569,CH1,POWER,12.67
1773061176581,CH1,POWER,12.67
1773061176593,CH1,POWER,12.67
1773061176605,CH1,POWER,12.67
1773061176615,CH1,POWER,12.67
1773061176623,CH1,POWER,12.67
1773061176631,CH1,POWER,12.67
1773061176640,CH1,POWER,12.67
1773061176651,CH1,POWER,12.67
1773061176660,CH1,POWER,12.67
1773061176668,CH1,POWER,12.67
1773061176679,CH1,POWER,12.67
1773061176689,CH1,POWER,12.67
1773061176699,CH1,POWER,12.67
1773061176708,CH1,POWER,12.67
1773061176717,CH1,POWER,12.67
1773061176726,CH1,POWER,12.67
1773061176736,CH1,POWER,12.67
1773061176745,CH1,POWER,12.67
1773061176756,CH1,POWER,12.67
1773061176767,CH1,POWER,12.67
1773061176776,CH1,POWER,12.67
1773061176786,CH1,POWER,12.67
1773061176795,CH1,POWER,12.67
1773061176806,CH1,POWER,12.67
1773061176817,CH1,POWER,12.67
1773061176827,CH1,POWER,12.67
1773061176880,CH1,POWER,12.87
1773061176891,CH1,POWER,12.87
1773061176901,CH1,POWER,12.87
1773061176912,CH1,POWER,12.87
1773061176921,CH1,POWER,12.87
1773061176930,CH1,POWER,12.87
1773061176941,CH1,POWER,12.87
1773061176951,CH1,POWER,12.87
1773061176962,CH1,POWER,12.87
1773061176971,CH1,POWER,12.87
1773061176980,CH1,POWER,12.87
1773061176991,CH1,POWER,12.87
1773061177001,CH1,POWER,12.87
1773061177011,CH1,POWER,12.87
1773061177020,CH1,POWER,12.87
1773061177031,CH1,POWER,12.87
1773061177042,CH1,POWER,12.87
1773061177052,CH1,POWER,12.87
1773061177062,CH1,POWER,12.87
1773061177071,CH1,POWER,12.87
1773061177082,CH1,POWER,12.87
1773061177093,CH1,POWER,12.87
1773061177103,CH1,POWER,12.87
1773061177112,CH1,POWER,12.87
1773061177123,CH1,POWER,12.87
1773061177134,CH1,POWER,12.87
1773061177144,CH1,POWER,12.87
1773061177154,CH1,POWER,12.87
1773061177163,CH1,POWER,12.87
1773061177172,CH1,POWER,12.87
1773061177180,CH1,POWER,12.87
1773061177188,CH1,POWER,12.87
1773061177199,CH1,POWER,12.87
1773061177210,CH1,POWER,12.87
1773061177220,CH1,POWER,12.87
1773061177228,CH1,POWER,12.87
1773061177236,CH1,POWER,12.87
1773061177241,CH1,POWER,12.87
1773061177249,CH1,POWER,12.87
1773061177260,CH1,POWER,12.87
1773061177270,CH1,POWER,12.87
1773061177280,CH1,POWER,12.87
1773061177289,CH1,POWER,12.87
1773061177297,CH1,POWER,12.87
1773061177306,CH1,POWER,12.87
1773061177315,CH1,POWER,12.87
1773061177325,CH1,POWER,12.87
1773061177333,CH1,POWER,12.87
1773061177344,CH1,POWER,12.87
1773061177353,CH1,POWER,12.87
1773061177362,CH1,POWER,12.87
1773061177370,CH1,POWER,12.87
1773061177380,CH1,POWER,12.87
1773061177389,CH1,POWER,12.87
1773061177398,CH1,POWER,12.87
1773061177408,CH1,POWER,12.87
1773061177417,CH1,POWER,12.87
1773061177426,CH1,POWER,12.87
1773061177435,CH1,POWER,12.87
1773061177444,CH1,POWER,12.87
1773061177453,CH1,POWER,12.87
1773061177463,CH1,POWER,12.87
1773061177473,CH1,POWER,12.87
1773061177481,CH1,POWER,12.87
1773061177492,CH1,POWER,12.87
1773061177501,CH1,POWER,12.87
1773061177512,CH1,POWER,12.87
1773061177520,CH1,POWER,12.87
1773061177530,CH1,POWER,12.87
1773061177539,CH1,POWER,12.87
1773061177549,CH1,POWER,12.87
1773061177559,CH1,POWER,12.87
1773061177570,CH1,POWER,12.87
1773061177579,CH1,POWER,12.87
1773061177590,CH1,POWER,12.87
1773061177599,CH1,POWER,12.87
1773061177652,CH1,POWER,12.87
1773061177662,CH1,POWER,12.87
1773061177671,CH1,POWER,12.87
1773061177681,CH1,POWER,12.87
1773061177691,CH1,POWER,12.87
1773061177702,CH1,POWER,12.87
1773061177711,CH1,POWER,12.87
1773061177720,CH1,POWER,12.87
1773061177730,CH1,POWER,12.87
1773061177738,CH1,POWER,12.87
1773061177747,CH1,POWER,12.87
1773061177758,CH1,POWER,12.87
1773061177767,CH1,POWER,12.87
1773061177777,CH1,POWER,12.87
1773061177786,CH1,POWER,12.87
1773061177796,CH1,POWER,12.87
1773061177806,CH1,POWER,12.87
1773061177815,CH1,POWER,12.87
1773061177824,CH1,POWER,12.87
1773061177832,CH1,POWER,12.87
1773061177842,CH1,POWER,12.87
1773061177851,CH1,POWER,12.87
1773061177860,CH1,POWER,12.87
1773061177871,CH1,POWER,12.87
1773061177882,CH1,POWER,12.87
1773061177891,CH1,POWER,12.87
1773061177902,CH1,POWER,12.87
1773061177911,CH1,POWER,12.87
1773061177920,CH1,POWER,12.87
1773061177931,CH1,POWER,12.87
1773061177941,CH1,POWER,12.87
1773061177951,CH1,POWER,12.87
1773061177963,CH1,POWER,12.87
1773061177975,CH1,POWER,12.87
1773061177986,CH1,POWER,12.87
1773061177997,CH1,POWER,12.87
1773061178007,CH1,POWER,12.87
1773061178013,CH1,POWER,12.87
1773061178018,CH1,POWER,12.87
1773061178030,CH1,POWER,12.87
1773061178041,CH1,POWER,12.87
1773061178051,CH1,POWER,12.87
1773061178063,CH1,POWER,12.87
1773061178073,CH1,POWER,12.87
1773061178084,CH1,POWER,12.87
1773061178093,CH1,POWER,12.87
1773061178104,CH1,POWER,12.87
1773061178113,CH1,POWER,12.87
1773061178123,CH1,POWER,12.87
1773061178132,CH1,POWER,12.87
1773061178142,CH1,POWER,12.87
1773061178151,CH1,POWER,12.87
1773061178160,CH1,POWER,12.87
1773061178170,CH1,POWER,12.87
1773061178179,CH1,POWER,12.87
1773061178188,CH1,POWER,12.87
1773061178198,CH1,POWER,12.87
1773061178207,CH1,POWER,12.87
1773061178216,CH1,POWER,12.87
1773061178226,CH1,POWER,12.87
1773061178234,CH1,POWER,12.87
1773061178242,CH1,POWER,12.87
1773061178253,CH1,POWER,12.87
1773061178262,CH1,POWER,12.87
1773061178273,CH1,POWER,12.87
1773061178285,CH1,POWER,12.87
1773061178297,CH1,POWER,12.87
1773061178309,CH1,POWER,12.87
1773061178321,CH1,POWER,12.87
1773061178333,CH1,POWER,12.87
1773061178344,CH1,POWER,12.87
1773061178354,CH1,POWER,12.87
1773061178362,CH1,POWER,12.87
1773061178372,CH1,POWER,12.87
1773061178381,CH1,POWER,12.87
1773061178435,CH1,POWER,12.87
1773061178444,CH1,POWER,12.87
1773061178453,CH1,POWER,12.87
1773061178461,CH1,POWER,12.87
1773061178472,CH1,POWER,12.87
1773061178481,CH1,POWER,12.87
1773061178491,CH1,POWER,12.87
1773061178501,CH1,POWER,12.87
1773061178509,CH1,POWER,12.87
1773061178520,CH1,POWER,12.87
1773061178529,CH1,POWER,12.87
1773061178537,CH1,POWER,12.87
1773061178549,CH1,POWER,12.87
1773061178560,CH1,POWER,12.87
1773061178569,CH1,POWER,12.87
1773061178581,CH1,POWER,12.87
1773061178589,CH1,POWER,12.87
1773061178599,CH1,POWER,12.87
1773061178608,CH1,POWER,12.87
1773061178618,CH1,POWER,12.87
1773061178629,CH1,POWER,12.87
1773061178639,CH1,POWER,12.87
1773061178649,CH1,POWER,12.87
1773061178657,CH1,POWER,12.87
1773061178665,CH1,POWER,12.87
1773061178674,CH1,POWER,12.87
1773061178683,CH1,POWER,12.87
1773061178694,CH1,POWER,12.87
1773061178703,CH1,POWER,12.87
1773061178714,CH1,POWER,12.87
1773061178723,CH1,POWER,12.87
1773061178734,CH1,POWER,12.87
1773061178743,CH1,POWER,12.87
1773061178755,CH1,POWER,12.87
1773061178767,CH1,POWER,12.87
1773061178777,CH1,POWER,12.87
1773061178783,CH1,POWER,12.87
1773061178788,CH1,POWER,12.87
1773061178798,CH1,POWER,12.87
1773061178809,CH1,POWER,12.87
1773061178818,CH1,POWER,12.87
1773061178827,CH1,POWER,12.87
1773061178837,CH1,POWER,12.87
1773061178847,CH1,POWER,12.87
1773061178858,CH1,POWER,12.87
1773061178868,CH1,POWER,12.87
1773061178879,CH1,POWER,12.87
1773061178891,CH1,POWER,12.87
1773061178900,CH1,POWER,12.87
1773061178909,CH1,POWER,12.87
1773061178919,CH1,POWER,12.87
1773061178929,CH1,POWER,12.87
1773061178938,CH1,POWER,12.87
1773061178947,CH1,POWER,12.87
1773061178958,CH1,POWER,12.87
1773061178968,CH1,POWER,12.87
1773061178977,CH1,POWER,12.87
1773061178986,CH1,POWER,12.87
1773061178996,CH1,POWER,12.87
1773061179005,CH1,POWER,12.87
1773061179014,CH1,POWER,12.87
1773061179024,CH1,POWER,12.87
1773061179034,CH1,POWER,12.87
1773061179043,CH1,POWER,12.87
1773061179052,CH1,POWER,12.87
1773061179063,CH1,POWER,12.87
1773061179072,CH1,POWER,12.87
1773061179081,CH1,POWER,12.87
1773061179090,CH1,POWER,12.87
1773061179101,CH1,POWER,12.87
1773061179111,CH1,POWER,12.87
1773061179123,CH1,POWER,12.87
1773061179132,CH1,POWER,12.87
1773061179143,CH1,POWER,12.87
1773061179196,CH1,POWER,12.48
1773061179206,CH1,POWER,12.48
1773061179215,CH1,POWER,12.48
1773061179225,CH1,POWER,12.48
1773061179237,CH1,POWER,12.48
1773061179249,CH1,POWER,12.48
1773061179260,CH1,POWER,12.48
1773061179269,CH1,POWER,12.48
1773061179278,CH1,POWER,12.48
1773061179288,CH1,POWER,12.48
1773061179297,CH1,POWER,12.48
1773061179308,CH1,POWER,12.48
1773061179318,CH1,POWER,12.48
1773061179330,CH1,POWER,12.48
1773061179339,CH1,POWER,12.48
1773061179350,CH1,POWER,12.48
1773061179361,CH1,POWER,12.48
1773061179371,CH1,POWER,12.48
1773061179381,CH1,POWER,12.48
1773061179390,CH1,POWER,12.48
1773061179400,CH1,POWER,12.48
1773061179412,CH1,POWER,12.48
1773061179424,CH1,POWER,12.48
1773061179433,CH1,POWER,12.48
1773061179444,CH1,POWER,12.48
1773061179455,CH1,POWER,12.48
1773061179465,CH1,POWER,12.48
1773061179475,CH1,POWER,12.48
1773061179484,CH1,POWER,12.48
1773061179493,CH1,POWER,12.48
1773061179504,CH1,POWER,12.48
1773061179514,CH1,POWER,12.48
1773061179525,CH1,POWER,12.48
1773061179533,CH1,POWER,12.48
1773061179544,CH1,POWER,12.48
1773061179550,CH1,POWER,12.48
1773061179558,CH1,POWER,12.48
1773061179569,CH1,POWER,12.48
1773061179579,CH1,POWER,12.48
1773061179590,CH1,POWER,12.48
1773061179601,CH1,POWER,12.48
1773061179611,CH1,POWER,12.48
1773061179621,CH1,POWER,12.48
1773061179631,CH1,POWER,12.48
1773061179641,CH1,POWER,12.48
1773061179650,CH1,POWER,12.48
1773061179661,CH1,POWER,12.48
1773061179672,CH1,POWER,12.48
1773061179681,CH1,POWER,12.48
1773061179692,CH1,POWER,12.48
1773061179702,CH1,POWER,12.48
1773061179714,CH1,POWER,12.48
1773061179725,CH1,POWER,12.48
1773061179734,CH1,POWER,12.48
1773061179743,CH1,POWER,12.48
1773061179752,CH1,POWER,12.48
1773061179763,CH1,POWER,12.48
1773061179774,CH1,POWER,12.48
1773061179785,CH1,POWER,12.48
1773061179796,CH1,POWER,12.48
1773061179806,CH1,POWER,12.48
1773061179817,CH1,POWER,12.48
1773061179826,CH1,POWER,12.48
1773061179835,CH1,POWER,12.48
1773061179846,CH1,POWER,12.48
1773061179856,CH1,POWER,12.48
1773061179866,CH1,POWER,12.48
1773061179875,CH1,POWER,12.48
1773061179886,CH1,POWER,12.48
1773061179896,CH1,POWER,12.48
1773061179907,CH1,POWER,12.48
1773061179916,CH1,POWER,12.48
1773061179968,CH1,POWER,12.48
1773061179978,CH1,POWER,12.48
1773061179988,CH1,POWER,12.48
1773061179997,CH1,POWER,12.48
1773061180008,CH1,POWER,12.48
1773061180018,CH1,POWER,12.48
1773061180028,CH1,POWER,12.48
1773061180037,CH1,POWER,12.48
1773061180048,CH1,POWER,12.48
1773061180058,CH1,POWER,12.48
1773061180067,CH1,POWER,12.48
1773061180078,CH1,POWER,12.48
1773061180088,CH1,POWER,12.48
1773061180098,CH1,POWER,12.48
1773061180108,CH1,POWER,12.48
1773061180117,CH1,POWER,12.48
1773061180125,CH1,POWER,12.48
1773061180135,CH1,POWER,12.48
1773061180145,CH1,POWER,12.48
1773061180154,CH1,POWER,12.48
1773061180163,CH1,POWER,12.48
1773061180172,CH1,POWER,12.48
1773061180182,CH1,POWER,12.48
1773061180193,CH1,POWER,12.48
1773061180205,CH1,POWER,12.48
1773061180214,CH1,POWER,12.48
1773061180223,CH1,POWER,12.48
1773061180231,CH1,POWER,12.48
1773061180241,CH1,POWER,12.48
1773061180250,CH1,POWER,12.48
1773061180262,CH1,POWER,12.48
1773061180272,CH1,POWER,12.48
1773061180281,CH1,POWER,12.48
1773061180291,CH1,POWER,12.48
1773061180301,CH1,POWER,12.48
1773061180311,CH1,POWER,12.48
1773061180319,CH1,POWER,12.48
1773061180324,CH1,POWER,12.48
1773061180331,CH1,POWER,12.48
1773061180343,CH1,POWER,12.48
1773061180353,CH1,POWER,12.48
1773061180365,CH1,POWER,12.48
1773061180377,CH1,POWER,12.48
1773061180388,CH1,POWER,12.48
1773061180400,CH1,POWER,12.48
1773061180410,CH1,POWER,12.48
1773061180421,CH1,POWER,12.48
1773061180432,CH1,POWER,12.48
1773061180441,CH1,POWER,12.48
1773061180453,CH1,POWER,12.48
1773061180465,CH1,POWER,12.48
1773061180476,CH1,POWER,12.48
1773061180486,CH1,POWER,12.48
1773061180495,CH1,POWER,12.48
1773061180505,CH1,POWER,12.48
1773061180517,CH1,POWER,12.48
1773061180529,CH1,POWER,12.48
1773061180540,CH1,POWER,12.48
1773061180548,CH1,POWER,12.48
1773061180558,CH1,POWER,12.48
1773061180567,CH1,POWER,12.48
1773061180579,CH1,POWER,12.48
1773061180591,CH1,POWER,12.48
1773061180603,CH1,POWER,12.48
1773061180612,CH1,POWER,12.48
1773061180622,CH1,POWER,12.48
1773061180633,CH1,POWER,12.48
1773061180643,CH1,POWER,12.48
1773061180653,CH1,POWER,12.48
1773061180664,CH1,POWER,12.48
1773061180674,CH1,POWER,12.48
1773061180685,CH1,POWER,12.67
1773061180739,CH1,POWER,12.67
1773061180751,CH1,POWER,12.67
1773061180760,CH1,POWER,12.67
1773061180770,CH1,POWER,12.67
1773061180780,CH1,POWER,12.67
1773061180792,CH1,POWER,12.67
1773061180801,CH1,POWER,12.67
1773061180811,CH1,POWER,12.67
1773061180822,CH1,POWER,12.67
1773061180831,CH1,POWER,12.67
1773061180841,CH1,POWER,12.67
1773061180851,CH1,POWER,12.67
1773061180863,CH1,POWER,12.67
1773061180875,CH1,POWER,12.67
1773061180884,CH1,POWER,12.67
1773061180893,CH1,POWER,12.67
1773061180902,CH1,POWER,12.67
1773061180913,CH1,POWER,12.67
1773061180923,CH1,POWER,12.67
1773061180933,CH1,POWER,12.67
1773061180943,CH1,POWER,12.67
1773061180952,CH1,POWER,12.67
1773061180962,CH1,POWER,12.67
1773061180973,CH1,POWER,12.67
1773061180985,CH1,POWER,12.67
1773061180996,CH1,POWER,12.67
1773061181005,CH1,POWER,12.67
1773061181017,CH1,POWER,12.67
1773061181027,CH1,POWER,12.67
1773061181036,CH1,POWER,12.67
1773061181047,CH1,POWER,12.67
1773061181058,CH1,POWER,12.67
1773061181067,CH1,POWER,12.67
1773061181079,CH1,POWER,12.67
1773061181088,CH1,POWER,12.67
1773061181093,CH1,POWER,12.67
1773061181103,CH1,POWER,12.67
1773061181113,CH1,POWER,12.67
1773061181124,CH1,POWER,12.67
1773061181134,CH1,POWER,12.67
1773061181143,CH1,POWER,12.67
1773061181154,CH1,POWER,12.67
1773061181163,CH1,POWER,12.67
1773061181174,CH1,POWER,12.67
1773061181183,CH1,POWER,12.67
1773061181195,CH1,POWER,12.67
1773061181207,CH1,POWER,12.67
1773061181219,CH1,POWER,12.67
1773061181230,CH1,POWER,12.67
1773061181239,CH1,POWER,12.67
1773061181250,CH1,POWER,12.67
1773061181258,CH1,POWER,12.67
1773061181268,CH1,POWER,12.67
1773061181279,CH1,POWER,12.67
1773061181288,CH1,POWER,12.67
1773061181297,CH1,POWER,12.67
1773061181306,CH1,POWER,12.67
1773061181316,CH1,POWER,12.67
1773061181327,CH1,POWER,12.67
1773061181336,CH1,POWER,12.67
1773061181348,CH1,POWER,12.67
1773061181359,CH1,POWER,12.67
1773061181370,CH1,POWER,12.67
1773061181380,CH1,POWER,12.67
