timestamp,channel,action,power_w
1773061104507,CH1,POWER,4.29
1773061104517,CH1,POWER,4.29
1773061104529,CH1,POWER,4.29
1773061104538,CH1,POWER,4.29
1773061104548,CH1,POWER,4.29
1773061104558,CH1,POWER,4.29
1773061104568,CH1,POWER,4.29
1773061104577,CH1,POWER,4.29
1773061104587,CH1,POWER,4.29
1773061104596,CH1,POWER,4.29
1773061104605,CH1,POWER,4.29
1773061104615,CH1,POWER,4.29
1773061104624,CH1,POWER,4.29
1773061104634,CH1,POWER,4.29
1773061104643,CH1,POWER,4.29
1773061104653,CH1,POWER,4.29
1773061104663,CH1,POWER,4.29
1773061104672,CH1,POWER,4.29
1773061104681,CH1,POWER,4.29
1773061104691,CH1,POWER,4.29
1773061104700,CH1,POWER,4.29
1773061104711,CH1,POWER,4.29
1773061104721,CH1,POWER,4.29
1773061104731,CH1,POWER,4.29
1773061104741,CH1,POWER,4.29
1773061104750,CH1,POWER,4.29
1773061104759,CH1,POWER,4.29
1773061104768,CH1,POWER,4.29
1773061104777,CH1,POWER,4.29
1773061104786,CH1,POWER,4.29
1773061104796,CH1,POWER,4.29
1773061104806,CH1,POWER,4.29
1773061104815,CH1,POWER,4.29
1773061104825,CH1,POWER,4.29
1773061104834,CH1,POWER,4.29
1773061104843,CH1,POWER,4.29
1773061104853,CH1,POWER,4.29
1773061104859,CH1,POWER,4.29
1773061104866,CH1,POWER,4.29
1773061104877,CH1,POWER,4.29
1773061104888,CH1,POWER,4.29
1773061104898,CH1,POWER,4.29
1773061104909,CH1,POWER,4.29
1773061104920,CH1,POWER,4.29
1773061104930,CH1,POWER,4.29
1773061104940,CH1,POWER,4.29
1773061104951,CH1,POWER,4.29
1773061104960,CH1,POWER,4.29
1773061104969,CH1,POWER,4.29
1773061104980,CH1,POWER,4.29
1773061104991,CH1,POWER,4.29
1773061105001,CH1,POWER,4.29
1773061105010,CH1,POWER,4.29
1773061105019,CH1,POWER,4.29
1773061105031,CH1,POWER,4.29
1773061105042,CH1,POWER,4.29
1773061105050,CH1,POWER,4.29
1773061105060,CH1,POWER,4.29
1773061105070,CH1,POWER,4.29
1773061105079,CH1,POWER,4.29
1773061105090,CH1,POWER,4.29
1773061105098,CH1,POWER,4.29
1773061105107,CH1,POWER,4.29
1773061105118,CH1,POWER,4.29
1773061105127,CH1,POWER,4.29
1773061105137,CH1,POWER,4.29
1773061105146,CH1,POWER,4.29
1773061105156,CH1,POWER,4.29
1773061105165,CH1,POWER,4.29
1773061105174,CH1,POWER,4.29
1773061105186,CH1,POWER,4.29
1773061105197,CH1,POWER,4.29
1773061105208,CH1,POWER,4.29
1773061105217,CH1,POWER,12.48
1773061105270,CH1,POWER,12.48
1773061105279,CH1,POWER,12.48
1773061105290,CH1,POWER,12.48
1773061105298,CH1,POWER,12.48
1773061105308,CH1,POWER,12.48
1773061105316,CH1,POWER,12.48
