timestamp,channel,action,power_w
1773061690039,CH1,POWER,4.29
1773061690047,CH1,POWER,4.29
1773061690055,CH1,POWER,4.29
1773061690065,CH1,POWER,4.29
1773061690073,CH1,POWER,4.29
1773061690082,CH1,POWER,4.29
1773061690092,CH1,POWER,4.29
1773061690101,CH1,POWER,4.29
1773061690111,CH1,POWER,4.29
1773061690122,CH1,POWER,4.29
1773061690131,CH1,POWER,4.29
1773061690143,CH1,POWER,4.29
1773061690152,CH1,POWER,4.29
1773061690162,CH1,POWER,4.29
1773061690173,CH1,POWER,4.29
1773061690182,CH1,POWER,4.29
1773061690192,CH1,POWER,4.29
1773061690201,CH1,POWER,12.67
1773061690252,CH1,POWER,12.67
1773061690263,CH1,POWER,12.67
1773061690274,CH1,POWER,12.67
1773061690285,CH1,POWER,12.67
1773061690295,CH1,POWER,12.67
1773061690307,CH1,POWER,12.67
1773061690316,CH1,POWER,12.67
1773061690327,CH1,POWER,12.67
1773061690338,CH1,POWER,12.67
1773061690348,CH1,POWER,12.67
1773061690359,CH1,POWER,12.67
1773061690368,CH1,POWER,12.67
1773061690377,CH1,POWER,12.67
1773061690388,CH1,POWER,12.67
1773061690397,CH1,POWER,12.67
1773061690406,CH1,POWER,12.67
1773061690417,CH1,POWER,12.67
1773061690426,CH1,POWER,12.67
1773061690438,CH1,POWER,12.67
1773061690449,CH1,POWER,12.67
1773061690457,CH1,POWER,12.67
1773061690467,CH1,POWER,12.67
1773061690476,CH1,POWER,12.67
1773061690486,CH1,POWER,12.67
1773061690496,CH1,POWER,12.67
1773061690504,CH1,POWER,12.67
1773061690514,CH1,POWER,12.67
1773061690523,CH1,POWER,12.67
1773061690532,CH1,POWER,12.67
1773061690542,CH1,POWER,12.67
1773061690551,CH1,POWER,12.67
1773061690560,CH1,POWER,12.67
1773061690571,CH1,POWER,12.67
1773061690580,CH1,POWER,12.67
1773061690589,CH1,POWER,12.67
1773061690597,CH1,POWER,12.67
1773061690602,CH1,POWER,12.67
1773061690612,CH1,POWER,12.67
1773061690622,CH1,POWER,12.67
1773061690631,CH1,POWER,12.67
1773061690640,CH1,POWER,12.67
1773061690648,CH1,POWER,12.67
1773061690657,CH1,POWER,12.67
1773061690666,CH1,POWER,12.67
1773061690676,CH1,POWER,12.67
1773061690687,CH1,POWER,12.67
1773061690696,CH1,POWER,12.67
1773061690706,CH1,POWER,12.67
1773061690715,CH1,POWER,12.67
1773061690724,CH1,POWER,12.67
1773061690734,CH1,POWER,12.67
