timestamp,channel,action,power_w
1773061150204,CH1,POWER,4.29
1773061150212,CH1,POWER,4.29
1773061150221,CH1,POWER,4.29
1773061150230,CH1,POWER,4.29
1773061150238,CH1,POWER,4.29
1773061150247,CH1,POWER,4.29
1773061150256,CH1,POWER,4.29
1773061150266,CH1,POWER,4.29
1773061150276,CH1,POWER,4.29
1773061150286,CH1,POWER,4.29
1773061150294,CH1,POWER,4.29
1773061150304,CH1,POWER,4.29
1773061150313,CH1,POWER,4.29
1773061150322,CH1,POWER,4.29
1773061150331,CH1,POWER,4.29
1773061150341,CH1,POWER,4.29
1773061150350,CH1,POWER,4.29
1773061150359,CH1,POWER,4.29
1773061150369,CH1,POWER,4.29
1773061150378,CH1,POWER,4.29
1773061150387,CH1,POWER,4.29
1773061150397,CH1,POWER,4.29
1773061150406,CH1,POWER,4.29
1773061150416,CH1,POWER,4.29
1773061150425,CH1,POWER,4.29
1773061150434,CH1,POWER,4.29
1773061150443,CH1,POWER,4.29
1773061150452,CH1,POWER,4.29
1773061150463,CH1,POWER,4.29
1773061150473,CH1,POWER,4.29
1773061150483,CH1,POWER,4.29
1773061150492,CH1,POWER,4.29
1773061150501,CH1,POWER,4.29
1773061150512,CH1,POWER,4.29
1773061150517,CH1,POWER,4.29
1773061150523,CH1,POWER,4.29
1773061150533,CH1,POWER,4.29
1773061150543,CH1,POWER,4.29
1773061150552,CH1,POWER,4.29
1773061150561,CH1,POWER,4.29
1773061150572,CH1,POWER,4.29
1773061150582,CH1,POWER,4.29
1773061150592,CH1,POWER,4.29
1773061150601,CH1,POWER,4.29
1773061150612,CH1,POWER,4.29
1773061150624,CH1,POWER,4.29
1773061150636,CH1,POWER,4.29
1773061150647,CH1,POWER,4.29
1773061150657,CH1,POWER,4.29
1773061150667,CH1,POWER,4.29
1773061150676,CH1,POWER,4.29
1773061150684,CH1,POWER,4.29
1773061150696,CH1,POWER,4.29
1773061150704,CH1,POWER,4.29
1773061150714,CH1,POWER,4.29
1773061150723,CH1,POWER,4.29
1773061150732,CH1,POWER,4.29
1773061150741,CH1,POWER,4.29
1773061150751,CH1,POWER,4.29
1773061150760,CH1,POWER,4.29
1773061150770,CH1,POWER,4.29
1773061150781,CH1,POWER,4.29
1773061150790,CH1,POWER,4.29
1773061150798,CH1,POWER,4.29
1773061150806,CH1,POWER,4.29
1773061150817,CH1,POWER,4.29
1773061150826,CH1,POWER,4.29
1773061150835,CH1,POWER,4.29
1773061150844,CH1,POWER,4.29
1773061150853,CH1,POWER,4.29
1773061150863,CH1,POWER,4.29
1773061150872,CH1,POWER,4.29
1773061150881,CH1,POWER,4.29
1773061150889,CH1,POWER,4.29
1773061150899,CH1,POWER,12.48
1773061150952,CH1,POWER,12.48
1773061150963,CH1,POWER,12.48
1773061150972,CH1,POWER,12.48
1773061150981,CH1,POWER,12.48
1773061150992,CH1,POWER,12.48
1773061151002,CH1,POWER,12.48
1773061151011,CH1,POWER,12.48
1773061151020,CH1,POWER,12.48
1773061151031,CH1,POWER,12.48
1773061151041,CH1,POWER,12.48
1773061151051,CH1,POWER,12.48
1773061151062,CH1,POWER,12.48
1773061151070,CH1,POWER,12.48
1773061151081,CH1,POWER,12.48
1773061151091,CH1,POWER,12.48
1773061151102,CH1,POWER,12.48
1773061151113,CH1,POWER,12.48
1773061151123,CH1,POWER,12.48
1773061151132,CH1,POWER,12.48
