timestamp,channel,action,power_w
1773060980696,CH1,POWER,4.29
1773060980704,CH1,POWER,4.29
1773060980713,CH1,POWER,4.29
1773060980721,CH1,POWER,4.29
1773060980731,CH1,POWER,4.29
1773060980740,CH1,POWER,4.29
1773060980748,CH1,POWER,4.29
1773060980757,CH1,POWER,4.29
1773060980766,CH1,POWER,4.29
1773060980776,CH1,POWER,4.29
1773060980787,CH1,POWER,4.29
1773060980798,CH1,POWER,4.29
1773060980806,CH1,POWER,4.29
1773060980816,CH1,POWER,4.29
1773060980828,CH1,POWER,4.29
1773060980840,CH1,POWER,4.29
1773060980852,CH1,POWER,4.29
1773060980865,CH1,POWER,4.29
1773060980873,CH1,POWER,4.29
1773060980884,CH1,POWER,4.29
1773060980895,CH1,POWER,4.29
1773060980905,CH1,POWER,4.29
1773060980916,CH1,POWER,4.29
1773060980925,CH1,POWER,4.29
1773060980936,CH1,POWER,4.29
1773060980946,CH1,POWER,4.29
1773060980956,CH1,POWER,4.29
1773060980967,CH1,POWER,4.29
1773060980976,CH1,POWER,4.29
1773060980985,CH1,POWER,4.29
1773060980995,CH1,POWER,4.29
1773060981000,CH1,POWER,4.29
1773060981007,CH1,POWER,4.29
1773060981017,CH1,POWER,4.29
1773060981028,CH1,POWER,4.29
1773060981039,CH1,POWER,4.29
1773060981048,CH1,POWER,4.29
1773060981058,CH1,POWER,4.29
1773060981070,CH1,POWER,4.29
1773060981081,CH1,POWER,4.29
1773060981090,CH1,POWER,4.29
1773060981100,CH1,POWER,4.29
1773060981109,CH1,POWER,4.29
1773060981119,CH1,POWER,4.29
1773060981128,CH1,POWER,4.29
1773060981139,CH1,POWER,4.29
1773060981148,CH1,POWER,4.29
1773060981157,CH1,POWER,4.29
1773060981167,CH1,POWER,4.29
1773060981177,CH1,POWER,4.29
1773060981188,CH1,POWER,4.29
1773060981197,CH1,POWER,4.29
1773060981206,CH1,POWER,4.29
1773060981216,CH1,POWER,4.29
1773060981227,CH1,POWER,4.29
1773060981238,CH1,POWER,4.29
1773060981248,CH1,POWER,4.29
1773060981259,CH1,POWER,4.29
1773060981269,CH1,POWER,4.29
1773060981278,CH1,POWER,4.29
1773060981289,CH1,POWER,4.29
1773060981297,CH1,POWER,4.29
1773060981305,CH1,POWER,4.29
1773060981316,CH1,POWER,4.29
1773060981327,CH1,POWER,4.29
1773060981336,CH1,POWER,4.29
1773060981345,CH1,POWER,4.29
1773060981355,CH1,POWER,4.29
1773060981408,CH1,POWER,12.67
1773060981417,CH1,POWER,12.67
1773060981428,CH1,POWER,12.67
1773060981438,CH1,POWER,12.67
1773060981448,CH1,POWER,12.67
1773060981458,CH1,POWER,12.67
1773060981470,CH1,POWER,12.67
1773060981481,CH1,POWER,12.67
1773060981491,CH1,POWER,12.67
1773060981503,CH1,POWER,12.67
1773060981512,CH1,POWER,12.67
1773060981520,CH1,POWER,12.67
1773060981531,CH1,POWER,12.67
1773060981541,CH1,POWER,12.67
1773060981551,CH1,POWER,12.67
1773060981563,CH1,POWER,12.67
1773060981572,CH1,POWER,12.67
1773060981582,CH1,POWER,12.67
1773060981593,CH1,POWER,12.67
1773060981603,CH1,POWER,12.67
1773060981613,CH1,POWER,12.67
1773060981622,CH1,POWER,12.67
1773060981633,CH1,POWER,12.67
1773060981643,CH1,POWER,12.67
1773060981654,CH1,POWER,12.67
1773060981663,CH1,POWER,12.67
1773060981672,CH1,POWER,12.67
1773060981683,CH1,POWER,12.67
1773060981693,CH1,POWER,12.67
1773060981703,CH1,POWER,12.67
1773060981712,CH1,POWER,12.67
1773060981723,CH1,POWER,12.67
1773060981733,CH1,POWER,12.67
1773060981743,CH1,POWER,12.67
1773060981754,CH1,POWER,12.67
1773060981761,CH1,POWER,12.67
1773060981766,CH1,POWER,12.67
1773060981777,CH1,POWER,12.67
1773060981785,CH1,POWER,12.67
1773060981795,CH1,POWER,12.67
1773060981807,CH1,POWER,12.67
1773060981818,CH1,POWER,12.67
1773060981828,CH1,POWER,12.67
1773060981837,CH1,POWER,12.67
1773060981848,CH1,POWER,12.67
1773060981858,CH1,POWER,12.67
1773060981870,CH1,POWER,12.67
