timestamp,channel,action,power_w
1773059028379,CH1,POWER,7.6
1773059028429,CH1,POWER,16.18
1773059028440,CH1,POWER,16.18
1773059028452,CH1,POWER,16.18
1773059028463,CH1,POWER,16.18
1773059028473,CH1,POWER,16.18
1773059028483,CH1,POWER,16.18
1773059028493,CH1,POWER,16.18
1773059028505,CH1,POWER,16.18
1773059028517,CH1,POWER,16.18
1773059028529,CH1,POWER,16.18
1773059028541,CH1,POWER,16.18
1773059028551,CH1,POWER,16.18
1773059028561,CH1,POWER,16.18
1773059028573,CH1,POWER,16.18
1773059028585,CH1,POWER,16.18
1773059028597,CH1,POWER,16.18
1773059028609,CH1,POWER,16.18
1773059028621,CH1,POWER,16.18
1773059028633,CH1,POWER,16.18
1773059028645,CH1,POWER,16.18
1773059028653,CH1,POWER,16.18
1773059028662,CH1,POWER,16.18
1773059028673,CH1,POWER,16.18
1773059028685,CH1,POWER,16.18
1773059028695,CH1,POWER,16.18
1773059028705,CH1,POWER,16.18
1773059028717,CH1,POWER,16.18
1773059028729,CH1,POWER,16.18
1773059028741,CH1,POWER,16.18
1773059028753,CH1,POWER,16.18
1773059028763,CH1,POWER,16.18
1773059028773,CH1,POWER,16.18
1773059028779,CH1,POWER,16.18
1773059028786,CH1,POWER,16.18
1773059028796,CH1,POWER,16.18
1773059028808,CH1,POWER,16.18
1773059028817,CH1,POWER,16.18
1773059028827,CH1,POWER,16.18
1773059028839,CH1,POWER,16.18
1773059028851,CH1,POWER,16.18
1773059028863,CH1,POWER,16.18
1773059028875,CH1,POWER,16.18
1773059028887,CH1,POWER,16.18
1773059028899,CH1,POWER,16.18
1773059028911,CH1,POWER,16.18
1773059028923,CH1,POWER,16.18
1773059028935,CH1,POWER,16.18
1773059028946,CH1,POWER,16.18
1773059028956,CH1,POWER,16.18
1773059028966,CH1,POWER,16.18
1773059028976,CH1,POWER,16.18
1773059028984,CH1,POWER,16.18
1773059028992,CH1,POWER,16.18
1773059029000,CH1,POWER,16.18
1773059029010,CH1,POWER,16.18
1773059029020,CH1,POWER,16.18
1773059029030,CH1,POWER,16.18
1773059029042,CH1,POWER,16.18
1773059029051,CH1,POWER,16.18
1773059029061,CH1,POWER,16.18
1773059029073,CH1,POWER,16.18
1773059029081,CH1,POWER,16.18
1773059029091,CH1,POWER,16.18
1773059029103,CH1,POWER,16.18
1773059029116,CH1,POWER,16.18
1773059029124,CH1,POWER,16.18
1773059029136,CH1,POWER,16.18
1773059029146,CH1,POWER,16.18
1773059029156,CH1,POWER,17.94
1773059029209,CH1,POWER,17.94
1773059029221,CH1,POWER,17.94
1773059029233,CH1,POWER,17.94
1773059029241,CH1,POWER,17.94
1773059029253,CH1,POWER,17.94
1773059029265,CH1,POWER,17.94
1773059029273,CH1,POWER,17.94
1773059029281,CH1,POWER,17.94
1773059029291,CH1,POWER,17.94
1773059029299,CH1,POWER,17.94
1773059029311,CH1,POWER,17.94
1773059029323,CH1,POWER,17.94
1773059029333,CH1,POWER,17.94
1773059029341,CH1,POWER,17.94
1773059029353,CH1,POWER,17.94
1773059029365,CH1,POWER,17.94
1773059029377,CH1,POWER,17.94
1773059029389,CH1,POWER,17.94
1773059029401,CH1,POWER,17.94
1773059029413,CH1,POWER,17.94
1773059029425,CH1,POWER,17.94
1773059029434,CH1,POWER,17.94
1773059029444,CH1,POWER,17.94
1773059029452,CH1,POWER,17.94
1773059029463,CH1,POWER,17.94
1773059029473,CH1,POWER,17.94
1773059029483,CH1,POWER,17.94
1773059029493,CH1,POWER,17.94
1773059029503,CH1,POWER,17.94
1773059029513,CH1,POWER,17.94
1773059029523,CH1,POWER,17.94
1773059029534,CH1,POWER,17.94
1773059029539,CH1,POWER,17.94
1773059029547,CH1,POWER,17.94
1773059029557,CH1,POWER,17.94
1773059029569,CH1,POWER,17.94
